Sales_Date,Store ID,Product ID,Quantity,Revenue,day_of_week,month,is_weekend
2023-01-10,32,221,1,18.9,1,1,False
2023-01-10,33,83,1,24.15,1,1,False
2023-01-10,34,108,1,29.05,1,1,False
2023-01-10,34,117,1,16.8,1,1,False
2023-01-10,35,169,1,23.1,1,1,False
2023-01-10,35,196,1,17.5,1,1,False
2023-01-11,1,4,1,45.0,2,1,False
2023-01-11,1,14,1,19.0,2,1,False
2023-01-11,1,15,1,25.0,2,1,False
2023-01-11,1,56,1,15.0,2,1,False
2023-01-11,1,67,1,28.5,2,1,False
2023-01-11,1,135,1,29.0,2,1,False
2023-01-11,1,144,1,43.0,2,1,False
2023-01-11,1,197,1,28.0,2,1,False
2023-01-11,1,222,1,18.5,2,1,False
2023-01-11,1,223,1,16.0,2,1,False
2023-01-11,1,238,1,30.5,2,1,False
2023-01-11,2,161,1,26.0,2,1,False
2023-01-11,2,222,1,18.5,2,1,False
2023-01-11,3,39,1,28.5,2,1,False
2023-01-11,3,56,1,15.0,2,1,False
2023-01-11,3,171,1,21.0,2,1,False
2023-01-11,3,248,1,13.5,2,1,False
2023-01-11,4,30,1,26.0,2,1,False
2023-01-11,4,134,1,34.5,2,1,False
2023-01-11,4,186,1,23.0,2,1,False
2023-01-11,6,41,1,163.0,2,1,False
2023-01-11,6,92,1,99.0,2,1,False
2023-01-11,8,5,1,131.0,2,1,False
2023-01-11,8,40,1,122.5,2,1,False
2023-01-11,8,65,1,253.5,2,1,False
2023-01-11,8,67,1,218.5,2,1,False
2023-01-11,8,249,1,201.0,2,1,False
2023-01-11,9,30,1,201.0,2,1,False
2023-01-11,9,57,1,119.5,2,1,False
2023-01-11,9,119,1,177.5,2,1,False
2023-01-11,10,195,3,777.0,2,1,False
2023-01-11,10,239,1,137.0,2,1,False
2023-01-11,10,249,1,201.0,2,1,False
2023-01-11,14,57,1,14.35,2,1,False
2023-01-11,15,66,1,16.1,2,1,False
2023-01-11,16,239,1,12.5,2,1,False
2023-01-11,17,134,1,24.5,2,1,False
2023-01-11,17,186,1,16.5,2,1,False
2023-01-11,17,187,1,18.0,2,1,False
2023-01-11,17,239,1,12.5,2,1,False
2023-01-11,18,41,1,15.0,2,1,False
2023-01-11,19,31,1,10.0,2,1,False
2023-01-11,20,171,1,15.0,2,1,False
2023-01-11,20,196,1,13.5,2,1,False
2023-01-11,21,57,1,14.35,2,1,False
2023-01-11,21,108,1,29.05,2,1,False
2023-01-11,21,238,1,28.35,2,1,False
2023-01-11,22,143,1,33.25,2,1,False
2023-01-11,22,197,1,25.9,2,1,False
2023-01-11,22,247,1,32.2,2,1,False
2023-01-11,26,83,1,24.15,2,1,False
2023-01-11,26,143,1,33.25,2,1,False
2023-01-11,27,13,1,-13.02,2,1,False
2023-01-11,27,15,1,23.1,2,1,False
2023-01-11,27,249,3,72.45,2,1,False
2023-01-11,28,170,1,31.5,2,1,False
2023-01-11,30,14,1,17.5,2,1,False
2023-01-11,30,66,1,16.1,2,1,False
2023-01-11,31,82,1,17.15,2,1,False
2023-01-11,32,161,1,23.8,2,1,False
2023-01-11,33,5,1,15.75,2,1,False
2023-01-11,34,238,1,28.35,2,1,False
2023-01-12,1,14,1,19.0,3,1,False
2023-01-12,1,117,1,30.5,3,1,False
2023-01-12,1,144,1,43.0,3,1,False
2023-01-12,1,187,1,26.0,3,1,False
2023-01-12,2,14,1,19.0,3,1,False
2023-01-12,2,15,1,25.0,3,1,False
2023-01-12,2,57,1,15.5,3,1,False
2023-01-12,2,145,1,26.0,3,1,False
2023-01-12,3,40,1,16.0,3,1,False
2023-01-12,3,118,1,42.5,3,1,False
2023-01-12,3,195,2,67.0,3,1,False
2023-01-12,4,83,1,26.0,3,1,False
2023-01-12,4,93,2,50.0,3,1,False
2023-01-12,4,117,1,30.5,3,1,False
2023-01-12,4,145,1,26.0,3,1,False
2023-01-12,4,170,1,34.0,3,1,False
2023-01-12,4,195,1,33.5,3,1,False
2023-01-12,5,145,1,26.0,3,1,False
2023-01-12,5,161,1,26.0,3,1,False
2023-01-12,6,249,1,201.0,3,1,False
2023-01-12,7,108,1,241.5,3,1,False
2023-01-12,7,221,1,262.0,3,1,False
2023-01-12,7,248,1,102.0,3,1,False
2023-01-12,8,171,1,163.0,3,1,False
2023-01-12,9,39,1,218.5,3,1,False
2023-01-12,9,65,1,253.5,3,1,False
2023-01-12,9,92,1,99.0,3,1,False
2023-01-12,9,118,1,326.0,3,1,False
2023-01-12,11,57,2,28.7,3,1,False
2023-01-12,11,109,1,17.5,3,1,False
2023-01-12,12,145,1,23.8,3,1,False
2023-01-12,12,223,1,14.7,3,1,False
2023-01-12,14,169,1,38.5,3,1,False
2023-01-12,14,187,2,-47.6,3,1,False
2023-01-12,14,221,1,31.5,3,1,False
2023-01-12,15,5,1,15.75,3,1,False
2023-01-12,15,134,1,31.85,3,1,False
2023-01-12,16,160,1,18.0,3,1,False
2023-01-12,16,196,1,13.5,3,1,False
2023-01-12,17,5,1,12.0,3,1,False
2023-01-12,17,134,1,-24.5,3,1,False
2023-01-12,18,14,1,13.5,3,1,False
2023-01-12,19,40,1,-11.5,3,1,False
2023-01-12,20,66,1,12.5,3,1,False
2023-01-12,21,13,1,-13.02,3,1,False
2023-01-12,21,30,1,24.15,3,1,False
2023-01-12,24,57,1,14.35,3,1,False
2023-01-12,24,66,1,-16.1,3,1,False
2023-01-12,26,56,1,14.0,3,1,False
2023-01-12,28,67,1,26.25,3,1,False
2023-01-12,28,93,1,23.1,3,1,False
2023-01-12,31,5,1,15.75,3,1,False
2023-01-12,31,56,2,28.0,3,1,False
2023-01-12,31,197,1,25.9,3,1,False
2023-01-12,32,83,1,24.15,3,1,False
2023-01-12,35,83,1,24.15,3,1,False
2023-01-12,35,239,1,16.45,3,1,False
2023-01-13,1,91,1,35.5,4,1,False
2023-01-13,1,92,1,13.0,4,1,False
2023-01-13,1,134,1,34.5,4,1,False
2023-01-13,1,170,1,34.0,4,1,False
2023-01-13,1,186,1,23.0,4,1,False
2023-01-13,2,67,1,28.5,4,1,False
2023-01-13,2,134,1,34.5,4,1,False
2023-01-13,2,248,1,13.5,4,1,False
2023-01-13,3,4,1,45.0,4,1,False
2023-01-13,3,82,1,18.5,4,1,False
2023-01-13,3,195,3,-60.3,4,1,False
2023-01-13,4,57,1,15.5,4,1,False
2023-01-13,4,92,1,13.0,4,1,False
2023-01-13,4,117,1,30.5,4,1,False
2023-01-13,4,221,1,-20.4,4,1,False
2023-01-13,5,15,1,25.0,4,1,False
2023-01-13,6,160,1,195.0,4,1,False
2023-01-13,7,14,1,145.5,4,1,False
2023-01-13,7,186,1,177.5,4,1,False
2023-01-13,7,195,1,259.0,4,1,False
2023-01-13,8,41,1,163.0,4,1,False
2023-01-13,9,4,1,346.5,4,1,False
2023-01-13,9,91,1,273.5,4,1,False
2023-01-13,9,135,1,221.5,4,1,False
2023-01-13,9,197,1,215.5,4,1,False
2023-01-13,10,14,1,145.5,4,1,False
2023-01-13,10,117,1,233.0,4,1,False
2023-01-13,10,134,1,265.0,4,1,False
2023-01-13,10,144,1,329.0,4,1,False
2023-01-13,11,212,1,33.95,4,1,False
2023-01-13,11,222,1,17.15,4,1,False
2023-01-13,12,143,1,33.25,4,1,False
2023-01-13,12,248,1,12.25,4,1,False
2023-01-13,13,66,1,16.1,4,1,False
2023-01-13,13,248,1,12.25,4,1,False
2023-01-13,14,91,1,32.9,4,1,False
2023-01-13,15,213,1,25.2,4,1,False
2023-01-13,16,108,1,22.0,4,1,False
2023-01-13,16,171,1,15.0,4,1,False
2023-01-13,18,4,1,32.0,4,1,False
2023-01-13,18,14,1,13.5,4,1,False
2023-01-13,19,135,1,20.5,4,1,False
2023-01-13,20,15,1,17.5,4,1,False
2023-01-13,21,247,1,32.2,4,1,False
2023-01-13,23,82,1,17.15,4,1,False
2023-01-13,23,134,1,31.85,4,1,False
2023-01-13,24,15,1,23.1,4,1,False
2023-01-13,24,238,2,56.7,4,1,False
2023-01-13,25,144,1,39.55,4,1,False
2023-01-13,26,213,1,25.2,4,1,False
2023-01-13,28,4,1,41.65,4,1,False
2023-01-13,29,56,1,14.0,4,1,False
2023-01-13,30,65,1,30.45,4,1,False
2023-01-13,31,57,1,14.35,4,1,False
2023-01-13,31,134,1,31.85,4,1,False
2023-01-13,31,195,1,31.15,4,1,False
2023-01-13,31,223,1,14.7,4,1,False
2023-01-13,31,239,1,16.45,4,1,False
2023-01-13,32,143,1,33.25,4,1,False
2023-01-13,34,117,1,28.0,4,1,False
2023-01-13,34,197,1,25.9,4,1,False
2023-01-14,1,13,1,23.5,5,1,True
2023-01-14,1,41,1,21.0,5,1,True
2023-01-14,1,57,1,15.5,5,1,True
2023-01-14,1,83,1,26.0,5,1,True
2023-01-14,1,135,1,29.0,5,1,True
2023-01-14,1,145,2,52.0,5,1,True
2023-01-14,1,169,1,41.5,5,1,True
2023-01-14,1,196,1,19.0,5,1,True
2023-01-14,1,197,1,28.0,5,1,True
2023-01-14,1,247,1,35.0,5,1,True
2023-01-14,1,249,1,26.0,5,1,True
2023-01-14,2,13,1,23.5,5,1,True
2023-01-14,2,67,1,28.5,5,1,True
2023-01-14,2,119,3,69.0,5,1,True
2023-01-14,2,161,1,26.0,5,1,True
2023-01-14,2,169,1,41.5,5,1,True
2023-01-14,2,187,1,26.0,5,1,True
2023-01-14,2,196,2,38.0,5,1,True
2023-01-14,2,222,1,18.5,5,1,True
2023-01-14,2,249,1,26.0,5,1,True
2023-01-14,3,56,1,15.0,5,1,True
2023-01-14,3,57,1,15.5,5,1,True
2023-01-14,3,67,1,28.5,5,1,True
2023-01-14,3,91,1,35.5,5,1,True
2023-01-14,3,109,1,19.0,5,1,True
2023-01-14,3,143,1,-21.6,5,1,True
2023-01-14,4,13,1,-14.1,5,1,True
2023-01-14,4,40,1,16.0,5,1,True
2023-01-14,4,83,1,-26.0,5,1,True
2023-01-14,4,145,1,26.0,5,1,True
2023-01-14,4,160,1,25.5,5,1,True
2023-01-14,4,195,1,33.5,5,1,True
2023-01-14,4,247,2,70.0,5,1,True
2023-01-14,5,108,1,31.5,5,1,True
2023-01-14,5,118,1,42.5,5,1,True
2023-01-14,5,161,1,26.0,5,1,True
2023-01-14,5,221,1,34.0,5,1,True
2023-01-14,5,248,1,13.5,5,1,True
2023-01-14,6,91,1,273.5,5,1,True
2023-01-14,6,92,4,198.0,5,1,True
2023-01-14,6,171,1,163.0,5,1,True
2023-01-14,6,187,1,198.0,5,1,True
2023-01-14,7,145,1,198.0,5,1,True
2023-01-14,7,195,1,-259.0,5,1,True
2023-01-14,8,14,1,145.5,5,1,True
2023-01-14,8,66,1,134.0,5,1,True
2023-01-14,8,93,1,192.0,5,1,True
2023-01-14,8,134,1,265.0,5,1,True
2023-01-14,8,143,1,276.5,5,1,True
2023-01-14,8,145,1,198.0,5,1,True
2023-01-14,8,195,1,259.0,5,1,True
2023-01-14,8,213,1,209.5,5,1,True
2023-01-14,9,13,2,361.0,5,1,True
2023-01-14,9,39,1,218.5,5,1,True
2023-01-14,9,65,2,507.0,5,1,True
2023-01-14,9,91,1,-273.5,5,1,True
2023-01-14,9,93,1,192.0,5,1,True
2023-01-14,9,187,1,198.0,5,1,True
2023-01-14,9,195,1,259.0,5,1,True
2023-01-14,9,223,1,122.5,5,1,True
2023-01-14,9,238,2,472.0,5,1,True
2023-01-14,10,169,1,320.5,5,1,True
2023-01-14,10,221,1,262.0,5,1,True
2023-01-14,11,40,1,14.7,5,1,True
2023-01-14,11,187,1,23.8,5,1,True
2023-01-14,12,4,2,83.3,5,1,True
2023-01-14,12,15,1,23.1,5,1,True
2023-01-14,12,39,1,26.25,5,1,True
2023-01-14,12,135,1,26.6,5,1,True
2023-01-14,12,160,3,70.35,5,1,True
2023-01-14,12,247,1,32.2,5,1,True
2023-01-14,13,93,1,23.1,5,1,True
2023-01-14,13,143,1,33.25,5,1,True
2023-01-14,14,160,1,23.45,5,1,True
2023-01-14,15,5,1,15.75,5,1,True
2023-01-14,15,109,1,17.5,5,1,True
2023-01-14,15,223,1,14.7,5,1,True
2023-01-14,16,39,1,20.0,5,1,True
2023-01-14,16,135,1,20.5,5,1,True
2023-01-14,16,221,1,24.0,5,1,True
2023-01-14,16,239,1,12.5,5,1,True
2023-01-14,17,39,1,20.0,5,1,True
2023-01-14,17,135,1,-20.5,5,1,True
2023-01-14,18,144,2,61.0,5,1,True
2023-01-14,18,238,1,21.5,5,1,True
2023-01-14,18,249,1,18.5,5,1,True
2023-01-14,19,5,1,12.0,5,1,True
2023-01-14,19,91,1,25.0,5,1,True
2023-01-14,19,117,1,21.5,5,1,True
2023-01-14,20,31,1,10.0,5,1,True
2023-01-14,20,91,1,25.0,5,1,True
2023-01-14,20,223,1,11.5,5,1,True
2023-01-14,21,13,1,-13.02,5,1,True
2023-01-14,21,30,6,48.3,5,1,True
2023-01-14,21,39,1,26.25,5,1,True
2023-01-14,21,160,1,23.45,5,1,True
2023-01-14,21,161,1,23.8,5,1,True
2023-01-14,21,196,1,17.5,5,1,True
2023-01-14,21,197,1,25.9,5,1,True
2023-01-14,21,212,1,33.95,5,1,True
2023-01-14,22,14,1,17.5,5,1,True
2023-01-14,22,92,1,11.9,5,1,True
2023-01-14,22,93,1,-23.1,5,1,True
2023-01-14,22,109,3,52.5,5,1,True
2023-01-14,22,171,1,19.6,5,1,True
2023-01-14,23,41,1,19.6,5,1,True
2023-01-14,23,56,1,14.0,5,1,True
2023-01-14,23,67,1,26.25,5,1,True
2023-01-14,23,186,1,21.35,5,1,True
2023-01-14,23,187,1,23.8,5,1,True
2023-01-14,24,92,1,11.9,5,1,True
2023-01-14,24,135,1,26.6,5,1,True
2023-01-14,24,186,1,21.35,5,1,True
2023-01-14,24,197,1,25.9,5,1,True
2023-01-14,25,41,1,19.6,5,1,True
2023-01-14,25,170,1,31.5,5,1,True
2023-01-14,28,109,1,17.5,5,1,True
2023-01-14,29,4,1,41.65,5,1,True
2023-01-14,30,31,1,12.95,5,1,True
2023-01-14,30,117,1,28.0,5,1,True
2023-01-14,30,160,1,23.45,5,1,True
2023-01-14,30,249,1,24.15,5,1,True
2023-01-14,31,56,4,56.0,5,1,True
2023-01-14,31,82,1,17.15,5,1,True
2023-01-14,31,169,2,77.0,5,1,True
2023-01-14,31,212,1,33.95,5,1,True
2023-01-14,31,247,1,32.2,5,1,True
2023-01-14,32,4,1,41.65,5,1,True
2023-01-14,32,40,1,14.7,5,1,True
2023-01-14,33,5,1,15.75,5,1,True
2023-01-14,33,66,1,16.1,5,1,True
2023-01-14,33,213,1,25.2,5,1,True
2023-01-14,34,83,1,-24.15,5,1,True
2023-01-14,34,143,1,-19.95,5,1,True
2023-01-14,34,187,1,23.8,5,1,True
2023-01-14,34,212,1,33.95,5,1,True
2023-01-14,34,213,1,25.2,5,1,True
2023-01-14,35,93,1,23.1,5,1,True
2023-01-15,1,4,1,45.0,6,1,True
2023-01-15,1,13,1,23.5,6,1,True
2023-01-15,1,14,1,19.0,6,1,True
2023-01-15,1,39,1,28.5,6,1,True
2023-01-15,1,56,3,45.0,6,1,True
2023-01-15,1,57,2,-31.0,6,1,True
2023-01-15,1,67,1,28.5,6,1,True
2023-01-15,1,91,1,35.5,6,1,True
2023-01-15,1,118,2,85.0,6,1,True
2023-01-15,1,134,2,69.0,6,1,True
2023-01-15,1,170,4,136.0,6,1,True
2023-01-15,1,171,1,21.0,6,1,True
2023-01-15,1,213,1,27.5,6,1,True
2023-01-15,1,221,1,34.0,6,1,True
2023-01-15,1,249,1,26.0,6,1,True
2023-01-15,2,66,1,17.5,6,1,True
2023-01-15,2,109,1,19.0,6,1,True
2023-01-15,2,160,1,25.5,6,1,True
2023-01-15,2,213,1,27.5,6,1,True
2023-01-15,2,223,1,16.0,6,1,True
2023-01-15,3,41,1,21.0,6,1,True
2023-01-15,3,67,1,28.5,6,1,True
2023-01-15,3,144,1,43.0,6,1,True
2023-01-15,3,248,1,13.5,6,1,True
2023-01-15,4,4,1,45.0,6,1,True
2023-01-15,4,5,1,17.0,6,1,True
2023-01-15,4,40,1,16.0,6,1,True
2023-01-15,4,196,1,19.0,6,1,True
2023-01-15,4,239,1,18.0,6,1,True
2023-01-15,5,92,1,13.0,6,1,True
2023-01-15,5,93,1,25.0,6,1,True
2023-01-15,5,171,3,63.0,6,1,True
2023-01-15,5,213,1,27.5,6,1,True
2023-01-15,5,222,4,74.0,6,1,True
2023-01-15,5,247,1,35.0,6,1,True
2023-01-15,6,14,1,145.5,6,1,True
2023-01-15,6,65,1,253.5,6,1,True
2023-01-15,6,119,2,355.0,6,1,True
2023-01-15,6,134,1,265.0,6,1,True
2023-01-15,6,145,1,198.0,6,1,True
2023-01-15,6,187,1,198.0,6,1,True
2023-01-15,6,196,1,145.5,6,1,True
2023-01-15,6,213,1,209.5,6,1,True
2023-01-15,6,222,1,142.5,6,1,True
2023-01-15,8,31,1,107.5,6,1,True
2023-01-15,8,65,2,507.0,6,1,True
2023-01-15,8,67,1,218.5,6,1,True
2023-01-15,8,108,1,241.5,6,1,True
2023-01-15,8,161,1,198.0,6,1,True
2023-01-15,8,170,2,524.0,6,1,True
2023-01-15,9,14,3,436.5,6,1,True
2023-01-15,9,15,1,192.0,6,1,True
2023-01-15,9,41,1,163.0,6,1,True
2023-01-15,9,65,1,253.5,6,1,True
2023-01-15,9,119,2,0.0,6,1,True
2023-01-15,9,223,1,122.5,6,1,True
2023-01-15,10,83,1,201.0,6,1,True
2023-01-15,10,135,1,221.5,6,1,True
2023-01-15,11,30,1,24.15,6,1,True
2023-01-15,11,109,1,-17.5,6,1,True
2023-01-15,12,14,2,35.0,6,1,True
2023-01-15,12,30,1,24.15,6,1,True
2023-01-15,12,67,1,26.25,6,1,True
2023-01-15,12,212,2,67.9,6,1,True
2023-01-15,12,213,3,75.6,6,1,True
2023-01-15,12,248,1,12.25,6,1,True
2023-01-15,13,248,1,12.25,6,1,True
2023-01-15,14,65,1,30.45,6,1,True
2023-01-15,14,108,1,29.05,6,1,True
2023-01-15,15,4,1,41.65,6,1,True
2023-01-15,15,40,1,14.7,6,1,True
2023-01-15,16,93,1,17.5,6,1,True
2023-01-15,16,144,1,30.5,6,1,True
2023-01-15,16,197,1,20.0,6,1,True
2023-01-15,17,39,1,20.0,6,1,True
2023-01-15,17,108,1,22.0,6,1,True
2023-01-15,18,13,1,16.5,6,1,True
2023-01-15,19,31,3,30.0,6,1,True
2023-01-15,19,67,1,20.0,6,1,True
2023-01-15,19,213,1,19.5,6,1,True
2023-01-15,20,40,1,11.5,6,1,True
2023-01-15,20,67,1,20.0,6,1,True
2023-01-15,20,212,3,78.0,6,1,True
2023-01-15,20,247,1,24.5,6,1,True
2023-01-15,21,83,1,24.15,6,1,True
2023-01-15,21,91,1,32.9,6,1,True
2023-01-15,21,134,1,31.85,6,1,True
2023-01-15,21,160,1,23.45,6,1,True
2023-01-15,21,169,1,-23.1,6,1,True
2023-01-15,21,196,1,17.5,6,1,True
2023-01-15,21,238,1,28.35,6,1,True
2023-01-15,23,144,3,118.65,6,1,True
2023-01-15,23,239,2,32.9,6,1,True
2023-01-15,24,118,1,39.2,6,1,True
2023-01-15,24,212,1,33.95,6,1,True
2023-01-15,24,213,1,25.2,6,1,True
2023-01-15,24,247,1,32.2,6,1,True
2023-01-15,25,5,1,15.75,6,1,True
2023-01-15,26,4,1,41.65,6,1,True
2023-01-15,26,31,1,-12.95,6,1,True
2023-01-15,26,169,1,38.5,6,1,True
2023-01-15,27,56,1,14.0,6,1,True
2023-01-15,27,65,1,30.45,6,1,True
2023-01-15,27,93,1,23.1,6,1,True
2023-01-15,27,186,2,42.7,6,1,True
2023-01-15,27,238,1,28.35,6,1,True
2023-01-15,30,92,1,11.9,6,1,True
2023-01-15,30,160,1,23.45,6,1,True
2023-01-15,30,195,1,-18.69,6,1,True
2023-01-15,30,197,1,25.9,6,1,True
2023-01-15,30,239,1,16.45,6,1,True
2023-01-15,31,39,1,26.25,6,1,True
2023-01-15,31,56,2,-28.0,6,1,True
2023-01-15,31,82,1,17.15,6,1,True
2023-01-15,31,197,1,-25.9,6,1,True
2023-01-15,31,213,1,25.2,6,1,True
2023-01-15,31,221,1,31.5,6,1,True
2023-01-15,31,249,1,24.15,6,1,True
2023-01-15,32,41,1,19.6,6,1,True
2023-01-15,33,40,1,14.7,6,1,True
2023-01-15,33,118,1,39.2,6,1,True
2023-01-15,33,195,1,31.15,6,1,True
2023-01-15,33,223,1,14.7,6,1,True
2023-01-15,34,82,1,17.15,6,1,True
2023-01-15,34,134,1,31.85,6,1,True
2023-01-16,1,5,1,17.0,0,1,False
2023-01-16,1,13,2,47.0,0,1,False
2023-01-16,1,14,1,19.0,0,1,False
2023-01-16,1,15,2,50.0,0,1,False
2023-01-16,1,41,2,42.0,0,1,False
2023-01-16,1,65,1,33.0,0,1,False
2023-01-16,1,67,1,28.5,0,1,False
2023-01-16,1,83,1,26.0,0,1,False
2023-01-16,1,109,1,19.0,0,1,False
2023-01-16,1,134,1,34.5,0,1,False
2023-01-16,1,135,1,29.0,0,1,False
2023-01-16,1,144,1,43.0,0,1,False
2023-01-16,1,145,1,26.0,0,1,False
2023-01-16,1,161,1,26.0,0,1,False
2023-01-16,1,186,1,23.0,0,1,False
2023-01-16,1,195,1,33.5,0,1,False
2023-01-16,1,212,1,37.0,0,1,False
2023-01-16,1,213,1,27.5,0,1,False
2023-01-16,1,221,1,34.0,0,1,False
2023-01-16,1,238,1,30.5,0,1,False
2023-01-16,1,248,1,13.5,0,1,False
2023-01-16,2,13,1,23.5,0,1,False
2023-01-16,2,41,1,21.0,0,1,False
2023-01-16,2,118,1,42.5,0,1,False
2023-01-16,2,119,1,23.0,0,1,False
2023-01-16,2,187,1,26.0,0,1,False
2023-01-16,2,223,1,16.0,0,1,False
2023-01-16,2,238,2,61.0,0,1,False
2023-01-16,2,247,1,35.0,0,1,False
2023-01-16,2,248,1,13.5,0,1,False
2023-01-16,3,4,1,45.0,0,1,False
2023-01-16,3,30,1,26.0,0,1,False
2023-01-16,3,41,1,-21.0,0,1,False
2023-01-16,3,144,1,43.0,0,1,False
2023-01-16,3,145,1,-26.0,0,1,False
2023-01-16,3,195,1,33.5,0,1,False
2023-01-16,3,221,1,34.0,0,1,False
2023-01-16,4,39,1,28.5,0,1,False
2023-01-16,4,56,1,15.0,0,1,False
2023-01-16,4,82,1,18.5,0,1,False
2023-01-16,4,143,1,36.0,0,1,False
2023-01-16,4,144,1,43.0,0,1,False
2023-01-16,4,169,1,41.5,0,1,False
2023-01-16,4,196,1,19.0,0,1,False
2023-01-16,4,222,2,37.0,0,1,False
2023-01-16,4,239,1,18.0,0,1,False
2023-01-16,4,247,1,35.0,0,1,False
2023-01-16,4,249,1,26.0,0,1,False
2023-01-16,5,13,1,23.5,0,1,False
2023-01-16,5,15,1,25.0,0,1,False
2023-01-16,5,56,1,15.0,0,1,False
2023-01-16,5,66,1,17.5,0,1,False
2023-01-16,5,91,2,71.0,0,1,False
2023-01-16,5,108,1,31.5,0,1,False
2023-01-16,5,144,1,43.0,0,1,False
2023-01-16,5,187,1,26.0,0,1,False
2023-01-16,5,196,3,57.0,0,1,False
2023-01-16,5,213,1,27.5,0,1,False
2023-01-16,5,223,1,16.0,0,1,False
2023-01-16,6,92,1,99.0,0,1,False
2023-01-16,6,145,1,198.0,0,1,False
2023-01-16,6,221,1,262.0,0,1,False
2023-01-16,7,66,1,134.0,0,1,False
2023-01-16,7,171,1,163.0,0,1,False
2023-01-16,7,196,1,145.5,0,1,False
2023-01-16,7,213,1,209.5,0,1,False
2023-01-16,8,119,1,177.5,0,1,False
2023-01-16,8,197,1,215.5,0,1,False
2023-01-16,8,247,1,268.0,0,1,False
2023-01-16,8,248,1,102.0,0,1,False
2023-01-16,8,249,1,201.0,0,1,False
2023-01-16,9,41,1,163.0,0,1,False
2023-01-16,9,67,1,218.5,0,1,False
2023-01-16,9,118,1,326.0,0,1,False
2023-01-16,9,195,1,259.0,0,1,False
2023-01-16,10,15,1,192.0,0,1,False
2023-01-16,11,39,2,10.5,0,1,False
2023-01-16,11,41,1,19.6,0,1,False
2023-01-16,11,213,1,25.2,0,1,False
2023-01-16,12,135,1,-26.6,0,1,False
2023-01-16,13,213,1,25.2,0,1,False
2023-01-16,14,161,1,23.8,0,1,False
2023-01-16,15,247,1,32.2,0,1,False
2023-01-16,16,83,1,18.5,0,1,False
2023-01-16,16,91,1,25.0,0,1,False
2023-01-16,16,249,1,18.5,0,1,False
2023-01-16,19,161,1,18.0,0,1,False
2023-01-16,20,39,2,40.0,0,1,False
2023-01-16,20,135,1,20.5,0,1,False
2023-01-16,21,57,1,14.35,0,1,False
2023-01-16,21,108,1,29.05,0,1,False
2023-01-16,22,221,1,31.5,0,1,False
2023-01-16,25,41,1,19.6,0,1,False
2023-01-16,27,91,1,32.9,0,1,False
2023-01-16,27,160,1,23.45,0,1,False
2023-01-16,27,195,1,31.15,0,1,False
2023-01-16,27,238,1,28.35,0,1,False
2023-01-16,29,134,1,31.85,0,1,False
2023-01-16,30,15,1,23.1,0,1,False
2023-01-16,30,65,1,30.45,0,1,False
2023-01-16,30,196,1,17.5,0,1,False
2023-01-16,31,13,1,-13.02,0,1,False
2023-01-16,31,92,1,11.9,0,1,False
2023-01-16,34,169,3,115.5,0,1,False
2023-01-16,35,40,1,14.7,0,1,False
2023-01-16,35,82,1,17.15,0,1,False
2023-01-16,35,239,1,16.45,0,1,False
2023-01-17,1,56,1,15.0,1,1,False
2023-01-17,1,66,1,17.5,1,1,False
2023-01-17,1,117,1,30.5,1,1,False
2023-01-17,1,169,1,41.5,1,1,False
2023-01-17,1,170,1,34.0,1,1,False
2023-01-17,1,186,1,23.0,1,1,False
2023-01-17,1,196,1,19.0,1,1,False
2023-01-17,1,212,1,37.0,1,1,False
2023-01-17,1,222,1,18.5,1,1,False
2023-01-17,2,4,1,45.0,1,1,False
2023-01-17,2,66,1,17.5,1,1,False
2023-01-17,2,161,1,26.0,1,1,False
2023-01-17,2,247,1,-21.0,1,1,False
2023-01-17,3,117,2,61.0,1,1,False
2023-01-17,3,119,1,23.0,1,1,False
2023-01-17,3,143,2,14.399999999999999,1,1,False
2023-01-17,3,249,1,26.0,1,1,False
2023-01-17,4,13,1,23.5,1,1,False
2023-01-17,4,91,1,35.5,1,1,False
2023-01-17,4,169,3,124.5,1,1,False
2023-01-17,4,221,1,34.0,1,1,False
2023-01-17,4,223,1,-16.0,1,1,False
2023-01-17,4,239,1,-18.0,1,1,False
2023-01-17,5,187,1,26.0,1,1,False
2023-01-17,5,197,1,28.0,1,1,False
2023-01-17,5,249,1,26.0,1,1,False
2023-01-17,6,118,1,326.0,1,1,False
2023-01-17,6,135,1,221.5,1,1,False
2023-01-17,6,169,1,320.5,1,1,False
2023-01-17,7,31,1,107.5,1,1,False
2023-01-17,7,171,1,-163.0,1,1,False
2023-01-17,7,247,1,268.0,1,1,False
2023-01-17,7,248,1,102.0,1,1,False
2023-01-17,8,160,1,195.0,1,1,False
2023-01-17,9,15,3,576.0,1,1,False
2023-01-17,9,82,1,142.5,1,1,False
2023-01-17,9,145,1,198.0,1,1,False
2023-01-17,9,222,1,142.5,1,1,False
2023-01-17,9,223,1,122.5,1,1,False
2023-01-17,10,66,1,134.0,1,1,False
2023-01-17,11,171,3,58.8,1,1,False
2023-01-17,12,30,2,48.3,1,1,False
2023-01-17,13,118,1,-39.2,1,1,False
2023-01-17,14,82,1,17.15,1,1,False
2023-01-17,14,93,1,23.1,1,1,False
2023-01-17,15,144,2,79.1,1,1,False
2023-01-17,17,186,2,33.0,1,1,False
2023-01-17,17,213,1,19.5,1,1,False
2023-01-17,18,195,1,24.0,1,1,False
