Product ID,Price,Start_Date,End_Date,Is_Promo,Event
187,227000,2023-12-01,2024-01-10,0,Pre-Tet
187,249000,2024-01-01,2024-11-14,0,Standard 2024
187,199200,2024-11-15,2024-11-30,1,Black Friday 2024
187,249000,2024-12-01,2025-01-10,0,Pre-Tet
187,211650,2025-01-11,2025-01-31,1,Tet Sale 2025
187,249000,2025-02-01,2025-05-31,0,Standard Spring 2025
187,224100,2025-06-01,2025-07-15,1,Summer Sale 2025
187,261450,2025-07-16,2025-12-15,0,Standard End 2025
195,868000,2022-01-01,2022-11-14,0,Standard 2022
195,695000,2022-11-15,2022-11-30,1,Black Friday 2022
195,887000,2022-12-01,2023-01-10,0,Pre-Tet
195,942000,2023-01-01,2023-11-14,0,Standard 2023
195,694000,2023-11-15,2023-11-30,1,Black Friday 2023
195,918000,2023-12-01,2024-01-10,0,Pre-Tet
195,999000,2024-01-01,2024-11-14,0,Standard 2024
195,699300,2024-11-15,2024-11-30,1,Black Friday 2024
195,999000,2024-12-01,2025-01-10,0,Pre-Tet
195,849150,2025-01-11,2025-01-31,1,Tet Sale 2025
195,999000,2025-02-01,2025-05-31,0,Standard Spring 2025
195,899100,2025-06-01,2025-07-15,1,Summer Sale 2025
195,1048950,2025-07-16,2025-12-15,0,Standard End 2025
196,610000,2022-01-01,2022-11-14,0,Standard 2022
196,557000,2022-11-15,2022-11-30,1,Black Friday 2022
196,603000,2022-12-01,2023-01-10,0,Pre-Tet
196,655000,2023-01-01,2023-11-14,0,Standard 2023
196,562000,2023-11-15,2023-11-30,1,Black Friday 2023
196,648000,2023-12-01,2024-01-10,0,Pre-Tet
196,699000,2024-01-01,2024-11-14,0,Standard 2024
196,559200,2024-11-15,2024-11-30,1,Black Friday 2024
196,699000,2024-12-01,2025-01-10,0,Pre-Tet
196,629100,2025-01-11,2025-01-31,1,Tet Sale 2025
196,699000,2025-02-01,2025-05-31,0,Standard Spring 2025
196,629100,2025-06-01,2025-07-15,1,Summer Sale 2025
196,733950,2025-07-16,2025-12-15,0,Standard End 2025
197,254000,2022-01-01,2022-11-14,0,Standard 2022
197,241000,2022-11-15,2022-11-30,1,Black Friday 2022
197,262000,2022-12-01,2023-01-10,0,Pre-Tet
197,274000,2023-01-01,2023-11-14,0,Standard 2023
197,239000,2023-11-15,2023-11-30,1,Black Friday 2023
197,274000,2023-12-01,2024-01-10,0,Pre-Tet
197,299000,2024-01-01,2024-11-14,0,Standard 2024
197,239200,2024-11-15,2024-11-30,1,Black Friday 2024
197,299000,2024-12-01,2025-01-10,0,Pre-Tet
197,269100,2025-01-11,2025-01-31,1,Tet Sale 2025
197,299000,2025-02-01,2025-05-31,0,Standard Spring 2025
197,269100,2025-06-01,2025-07-15,1,Summer Sale 2025
197,313950,2025-07-16,2025-12-15,0,Standard End 2025
212,611000,2022-01-01,2022-11-14,0,Standard 2022
212,474000,2022-11-15,2022-11-30,1,Black Friday 2022
212,640000,2022-12-01,2023-01-10,0,Pre-Tet
212,658000,2023-01-01,2023-11-14,0,Standard 2023
212,483000,2023-11-15,2023-11-30,1,Black Friday 2023
212,666000,2023-12-01,2024-01-10,0,Pre-Tet
212,699000,2024-01-01,2024-11-14,0,Standard 2024
212,489299,2024-11-15,2024-11-30,1,Black Friday 2024
212,699000,2024-12-01,2025-01-10,0,Pre-Tet
212,594150,2025-01-11,2025-01-31,1,Tet Sale 2025
212,699000,2025-02-01,2025-05-31,0,Standard Spring 2025
212,629100,2025-06-01,2025-07-15,1,Summer Sale 2025
212,733950,2025-07-16,2025-12-15,0,Standard End 2025
213,718000,2022-01-01,2022-11-14,0,Standard 2022
213,634000,2022-11-15,2022-11-30,1,Black Friday 2022
213,681000,2022-12-01,2023-01-10,0,Pre-Tet
213,754000,2023-01-01,2023-11-14,0,Standard 2023
213,638000,2023-11-15,2023-11-30,1,Black Friday 2023
213,735000,2023-12-01,2024-01-10,0,Pre-Tet
213,799000,2024-01-01,2024-11-14,0,Standard 2024
213,639200,2024-11-15,2024-11-30,1,Black Friday 2024
213,799000,2024-12-01,2025-01-10,0,Pre-Tet
213,679150,2025-01-11,2025-01-31,1,Tet Sale 2025
213,799000,2025-02-01,2025-05-31,0,Standard Spring 2025
213,719100,2025-06-01,2025-07-15,1,Summer Sale 2025
213,838950,2025-07-16,2025-12-15,0,Standard End 2025
221,220000,2022-01-01,2022-11-14,0,Standard 2022
221,180000,2022-11-15,2022-11-30,1,Black Friday 2022
221,217000,2022-12-01,2023-01-10,0,Pre-Tet
221,231000,2023-01-01,2023-11-14,0,Standard 2023
221,177000,2023-11-15,2023-11-30,1,Black Friday 2023
221,234000,2023-12-01,2024-01-10,0,Pre-Tet
221,249000,2024-01-01,2024-11-14,0,Standard 2024
221,174300,2024-11-15,2024-11-30,1,Black Friday 2024
221,249000,2024-12-01,2025-01-10,0,Pre-Tet
221,211650,2025-01-11,2025-01-31,1,Tet Sale 2025
221,249000,2025-02-01,2025-05-31,0,Standard Spring 2025
221,224100,2025-06-01,2025-07-15,1,Summer Sale 2025
221,261450,2025-07-16,2025-12-15,0,Standard End 2025
222,310000,2022-01-01,2022-11-14,0,Standard 2022
222,276000,2022-11-15,2022-11-30,1,Black Friday 2022
222,296000,2022-12-01,2023-01-10,0,Pre-Tet
222,323000,2023-01-01,2023-11-14,0,Standard 2023
222,278000,2023-11-15,2023-11-30,1,Black Friday 2023
222,316000,2023-12-01,2024-01-10,0,Pre-Tet
222,349000,2024-01-01,2024-11-14,0,Standard 2024
222,279200,2024-11-15,2024-11-30,1,Black Friday 2024
222,349000,2024-12-01,2025-01-10,0,Pre-Tet
222,314100,2025-01-11,2025-01-31,1,Tet Sale 2025
222,349000,2025-02-01,2025-05-31,0,Standard Spring 2025
222,314100,2025-06-01,2025-07-15,1,Summer Sale 2025
222,366450,2025-07-16,2025-12-15,0,Standard End 2025
223,858000,2022-01-01,2022-11-14,0,Standard 2022
223,697000,2022-11-15,2022-11-30,1,Black Friday 2022
223,862000,2022-12-01,2023-01-10,0,Pre-Tet
223,929000,2023-01-01,2023-11-14,0,Standard 2023
223,695000,2023-11-15,2023-11-30,1,Black Friday 2023
223,908000,2023-12-01,2024-01-10,0,Pre-Tet
223,999000,2024-01-01,2024-11-14,0,Standard 2024
223,699300,2024-11-15,2024-11-30,1,Black Friday 2024
223,999000,2024-12-01,2025-01-10,0,Pre-Tet
223,899100,2025-01-11,2025-01-31,1,Tet Sale 2025
223,999000,2025-02-01,2025-05-31,0,Standard Spring 2025
223,899100,2025-06-01,2025-07-15,1,Summer Sale 2025
223,1048950,2025-07-16,2025-12-15,0,Standard End 2025
238,880000,2022-01-01,2022-11-14,0,Standard 2022
238,777000,2022-11-15,2022-11-30,1,Black Friday 2022
238,867000,2022-12-01,2023-01-10,0,Pre-Tet
238,943000,2023-01-01,2023-11-14,0,Standard 2023
238,788000,2023-11-15,2023-11-30,1,Black Friday 2023
238,929000,2023-12-01,2024-01-10,0,Pre-Tet
238,999000,2024-01-01,2024-11-14,0,Standard 2024
238,799200,2024-11-15,2024-11-30,1,Black Friday 2024
238,999000,2024-12-01,2025-01-10,0,Pre-Tet
238,899100,2025-01-11,2025-01-31,1,Tet Sale 2025
238,999000,2025-02-01,2025-05-31,0,Standard Spring 2025
238,899100,2025-06-01,2025-07-15,1,Summer Sale 2025
238,1048950,2025-07-16,2025-12-15,0,Standard End 2025
239,294000,2022-01-01,2022-11-14,0,Standard 2022
239,274000,2022-11-15,2022-11-30,1,Black Friday 2022
239,314000,2022-12-01,2023-01-10,0,Pre-Tet
239,317000,2023-01-01,2023-11-14,0,Standard 2023
239,277000,2023-11-15,2023-11-30,1,Black Friday 2023
239,324000,2023-12-01,2024-01-10,0,Pre-Tet
239,349000,2024-01-01,2024-11-14,0,Standard 2024
239,279200,2024-11-15,2024-11-30,1,Black Friday 2024
239,349000,2024-12-01,2025-01-10,0,Pre-Tet
239,314100,2025-01-11,2025-01-31,1,Tet Sale 2025
239,349000,2025-02-01,2025-05-31,0,Standard Spring 2025
239,314100,2025-06-01,2025-07-15,1,Summer Sale 2025
239,366450,2025-07-16,2025-12-15,0,Standard End 2025
247,343000,2022-01-01,2022-11-14,0,Standard 2022
247,277000,2022-11-15,2022-11-30,1,Black Friday 2022
247,338000,2022-12-01,2023-01-10,0,Pre-Tet
247,368000,2023-01-01,2023-11-14,0,Standard 2023
247,276000,2023-11-15,2023-11-30,1,Black Friday 2023
247,364000,2023-12-01,2024-01-10,0,Pre-Tet
247,399000,2024-01-01,2024-11-14,0,Standard 2024
247,279300,2024-11-15,2024-11-30,1,Black Friday 2024
247,399000,2024-12-01,2025-01-10,0,Pre-Tet
247,359100,2025-01-11,2025-01-31,1,Tet Sale 2025
247,399000,2025-02-01,2025-05-31,0,Standard Spring 2025
247,359100,2025-06-01,2025-07-15,1,Summer Sale 2025
247,418950,2025-07-16,2025-12-15,0,Standard End 2025
248,611000,2022-01-01,2022-11-14,0,Standard 2022
248,490000,2022-11-15,2022-11-30,1,Black Friday 2022
248,612000,2022-12-01,2023-01-10,0,Pre-Tet
248,650000,2023-01-01,2023-11-14,0,Standard 2023
248,498000,2023-11-15,2023-11-30,1,Black Friday 2023
248,634000,2023-12-01,2024-01-10,0,Pre-Tet
248,699000,2024-01-01,2024-11-14,0,Standard 2024
248,489299,2024-11-15,2024-11-30,1,Black Friday 2024
248,699000,2024-12-01,2025-01-10,0,Pre-Tet
248,594150,2025-01-11,2025-01-31,1,Tet Sale 2025
248,699000,2025-02-01,2025-05-31,0,Standard Spring 2025
248,629100,2025-06-01,2025-07-15,1,Summer Sale 2025
248,733950,2025-07-16,2025-12-15,0,Standard End 2025
249,334000,2022-01-01,2022-11-14,0,Standard 2022
249,313000,2022-11-15,2022-11-30,1,Black Friday 2022
249,338000,2022-12-01,2023-01-10,0,Pre-Tet
249,363000,2023-01-01,2023-11-14,0,Standard 2023
249,315000,2023-11-15,2023-11-30,1,Black Friday 2023
249,365000,2023-12-01,2024-01-10,0,Pre-Tet
249,399000,2024-01-01,2024-11-14,0,Standard 2024
249,319200,2024-11-15,2024-11-30,1,Black Friday 2024
249,399000,2024-12-01,2025-01-10,0,Pre-Tet
249,339150,2025-01-11,2025-01-31,1,Tet Sale 2025
249,399000,2025-02-01,2025-05-31,0,Standard Spring 2025
249,359100,2025-06-01,2025-07-15,1,Summer Sale 2025
249,418950,2025-07-16,2025-12-15,0,Standard End 2025
