Interaction_ID,Customer_ID,Product_ID,Action_Type,Timestamp,Duration_Sec
INT_681489,300779,171,VIEW_AR_CATALOG,1/9/2023 14:04,56
INT_437686,300779,171,SCAN_STOREFRONT,1/11/2023 15:30,101
INT_750868,297681,222,TRY_ON_VIRTUAL,1/10/2023 15:40,117
INT_164694,297681,222,VIEW_AR_CATALOG,1/14/2023 20:15,71
INT_432322,297681,222,TRY_ON_VIRTUAL,1/12/2023 17:30,28
INT_108072,297681,222,VIEW_AR_CATALOG,1/15/2023 19:28,20
INT_605579,297681,222,TRY_ON_VIRTUAL,1/9/2023 17:03,96
INT_381038,272036,92,ADD_TO_CART,1/15/2023 9:39,11
INT_845967,272036,92,TRY_ON_VIRTUAL,1/11/2023 10:53,73
INT_381248,272036,92,ADD_TO_CART,1/14/2023 10:06,93
INT_464840,272036,92,VIEW_AR_CATALOG,1/9/2023 9:38,95
INT_396870,272036,92,SCAN_STOREFRONT,1/12/2023 12:33,41
INT_862492,291384,93,TRY_ON_VIRTUAL,1/11/2023 18:30,103
INT_990238,291384,93,VIEW_AR_CATALOG,1/12/2023 18:17,57
INT_911355,291384,93,TRY_ON_VIRTUAL,1/14/2023 16:43,91
INT_450592,291989,222,TRY_ON_VIRTUAL,1/12/2023 14:14,100
INT_605916,291989,222,ADD_TO_CART,1/10/2023 15:37,64
INT_836169,291989,222,SCAN_STOREFRONT,1/11/2023 13:29,40
INT_751222,291989,222,VIEW_AR_CATALOG,1/10/2023 14:54,29
INT_438530,277740,247,VIEW_AR_CATALOG,1/13/2023 15:32,81
INT_748631,277740,247,SCAN_STOREFRONT,1/15/2023 13:53,91
INT_368636,277740,247,VIEW_AR_CATALOG,1/12/2023 14:02,19
INT_575848,270965,213,TRY_ON_VIRTUAL,1/15/2023 12:13,101
INT_830536,270965,213,ADD_TO_CART,1/15/2023 14:07,9
INT_648645,270965,213,VIEW_AR_CATALOG,1/11/2023 10:44,91
INT_431972,301866,91,VIEW_AR_CATALOG,1/12/2023 15:14,31
INT_638758,301866,91,TRY_ON_VIRTUAL,1/12/2023 16:53,31
INT_546023,301866,91,SCAN_STOREFRONT,1/15/2023 18:56,95
INT_606513,301866,91,VIEW_AR_CATALOG,1/13/2023 15:35,100
INT_384949,286513,144,SCAN_STOREFRONT,1/10/2023 11:51,45
INT_971480,286513,144,TRY_ON_VIRTUAL,1/16/2023 13:54,101
INT_844358,286513,144,TRY_ON_VIRTUAL,1/10/2023 15:51,36
INT_882475,286513,144,VIEW_AR_CATALOG,1/13/2023 15:41,62
INT_812208,286513,144,SCAN_STOREFRONT,1/14/2023 13:52,30
INT_357826,260538,223,VIEW_AR_CATALOG,1/16/2023 10:07,42
INT_378835,260538,223,VIEW_AR_CATALOG,1/16/2023 5:48,9
INT_928521,260538,223,VIEW_AR_CATALOG,1/13/2023 6:10,91
INT_367868,280578,187,ADD_TO_CART,1/11/2023 10:18,13
INT_193761,280578,187,ADD_TO_CART,1/10/2023 7:42,31
INT_844851,280578,187,VIEW_AR_CATALOG,1/10/2023 9:19,78
INT_600081,280578,187,SCAN_STOREFRONT,1/10/2023 10:51,28
INT_376358,280578,187,SCAN_STOREFRONT,1/16/2023 8:06,33
INT_152338,271569,13,TRY_ON_VIRTUAL,1/14/2023 13:45,91
INT_119371,271569,13,VIEW_AR_CATALOG,1/15/2023 13:10,98
INT_384618,271569,13,TRY_ON_VIRTUAL,1/15/2023 14:07,42
INT_911563,256902,15,SCAN_STOREFRONT,1/11/2023 12:23,17
INT_521499,256902,15,VIEW_AR_CATALOG,1/16/2023 13:45,74
INT_643934,256902,15,VIEW_AR_CATALOG,1/15/2023 9:48,75
INT_318163,305437,196,ADD_TO_CART,1/16/2023 19:31,50
INT_385835,305437,196,VIEW_AR_CATALOG,1/13/2023 19:34,13
INT_705690,305437,196,VIEW_AR_CATALOG,1/10/2023 19:21,51
INT_439726,305437,196,SCAN_STOREFRONT,1/10/2023 19:10,65
INT_730865,305437,196,TRY_ON_VIRTUAL,1/13/2023 17:51,12
INT_314611,294522,91,VIEW_AR_CATALOG,1/10/2023 16:41,113
INT_887077,294522,91,VIEW_AR_CATALOG,1/11/2023 18:18,74
INT_537909,294522,91,VIEW_AR_CATALOG,1/12/2023 18:38,68
INT_637451,294522,91,VIEW_AR_CATALOG,1/16/2023 16:09,8
INT_689814,289755,56,TRY_ON_VIRTUAL,1/15/2023 14:01,104
INT_202473,289755,56,VIEW_AR_CATALOG,1/16/2023 11:02,78
INT_859520,289755,56,SCAN_STOREFRONT,1/13/2023 11:39,60
INT_997451,289755,56,VIEW_AR_CATALOG,1/16/2023 10:05,119
INT_177700,289755,56,TRY_ON_VIRTUAL,1/12/2023 13:38,105
INT_170223,292671,66,VIEW_AR_CATALOG,1/11/2023 12:35,15
INT_695246,292671,66,VIEW_AR_CATALOG,1/14/2023 10:52,61
INT_596885,292671,66,TRY_ON_VIRTUAL,1/12/2023 13:24,31
INT_929201,272717,108,TRY_ON_VIRTUAL,1/14/2023 14:23,25
INT_217658,272717,108,VIEW_AR_CATALOG,1/13/2023 12:23,62
INT_789703,272717,108,SCAN_STOREFRONT,1/10/2023 16:11,60
INT_720684,113192,197,TRY_ON_VIRTUAL,1/14/2023 16:31,53
INT_688277,113192,197,TRY_ON_VIRTUAL,1/15/2023 18:11,79
INT_829762,113192,197,SCAN_STOREFRONT,1/11/2023 16:47,111
INT_947343,283529,187,VIEW_AR_CATALOG,1/15/2023 15:48,7
INT_386949,283529,187,VIEW_AR_CATALOG,1/12/2023 15:00,66
INT_748478,283529,187,SCAN_STOREFRONT,1/13/2023 14:51,49
INT_607787,283529,187,TRY_ON_VIRTUAL,1/12/2023 16:35,95
INT_927898,283529,187,SCAN_STOREFRONT,1/13/2023 15:50,58
INT_994662,285111,249,SCAN_STOREFRONT,1/17/2023 13:06,20
INT_453322,285111,249,SCAN_STOREFRONT,1/15/2023 15:22,70
INT_141189,285111,249,VIEW_AR_CATALOG,1/16/2023 16:37,5
INT_784239,285111,249,SCAN_STOREFRONT,1/11/2023 16:13,85
INT_222146,285111,249,SCAN_STOREFRONT,1/16/2023 14:21,27
INT_312109,215059,56,SCAN_STOREFRONT,1/14/2023 10:59,26
INT_742179,215059,56,TRY_ON_VIRTUAL,1/15/2023 11:16,33
INT_747059,215059,56,TRY_ON_VIRTUAL,1/14/2023 12:30,88
INT_628890,215059,56,VIEW_AR_CATALOG,1/17/2023 14:15,110
INT_526228,215059,56,TRY_ON_VIRTUAL,1/17/2023 12:01,56
INT_826765,268954,14,SCAN_STOREFRONT,1/14/2023 15:15,84
INT_846837,268954,14,SCAN_STOREFRONT,1/14/2023 11:53,32
INT_960968,268954,14,TRY_ON_VIRTUAL,1/18/2023 15:01,96
INT_708412,268954,14,VIEW_AR_CATALOG,1/13/2023 12:20,38
INT_636138,342867,221,VIEW_AR_CATALOG,1/19/2023 14:27,24
INT_120339,342867,221,ADD_TO_CART,1/20/2023 12:47,100
INT_803647,342867,221,ADD_TO_CART,1/16/2023 11:56,106
INT_560837,342867,221,TRY_ON_VIRTUAL,1/17/2023 15:15,60
INT_268530,294739,39,ADD_TO_CART,1/20/2023 22:42,103
INT_805563,294739,39,TRY_ON_VIRTUAL,1/15/2023 21:41,21
INT_108058,294739,39,ADD_TO_CART,1/15/2023 22:04,11
INT_773695,272670,82,VIEW_AR_CATALOG,1/20/2023 10:23,101
INT_114538,272670,82,ADD_TO_CART,1/16/2023 13:27,97
INT_724902,272670,82,VIEW_AR_CATALOG,1/20/2023 13:49,40
INT_818762,293492,247,TRY_ON_VIRTUAL,1/20/2023 17:58,10
INT_509578,293492,247,SCAN_STOREFRONT,1/17/2023 15:03,90
INT_919722,293492,247,ADD_TO_CART,1/19/2023 14:17,81
INT_950171,293492,247,TRY_ON_VIRTUAL,1/16/2023 16:44,29
INT_988349,293492,247,TRY_ON_VIRTUAL,1/21/2023 15:36,5
INT_290286,278818,83,TRY_ON_VIRTUAL,1/21/2023 17:39,79
INT_783763,278818,83,TRY_ON_VIRTUAL,1/17/2023 15:46,70
INT_588371,278818,83,SCAN_STOREFRONT,1/18/2023 15:39,72
INT_221501,278818,83,TRY_ON_VIRTUAL,1/17/2023 15:24,24
INT_362547,278818,83,VIEW_AR_CATALOG,1/20/2023 15:52,31
INT_965378,285857,4,VIEW_AR_CATALOG,1/21/2023 17:06,111
INT_870570,285857,4,TRY_ON_VIRTUAL,1/21/2023 16:55,81
INT_262704,285857,4,VIEW_AR_CATALOG,1/15/2023 19:54,119
INT_933289,285857,4,TRY_ON_VIRTUAL,1/18/2023 20:08,58
INT_322483,268711,108,TRY_ON_VIRTUAL,1/15/2023 13:27,45
INT_653143,268711,108,VIEW_AR_CATALOG,1/16/2023 16:28,72
INT_899405,268711,108,ADD_TO_CART,1/21/2023 17:24,92
INT_226566,11169,187,TRY_ON_VIRTUAL,1/19/2023 12:30,69
INT_377874,11169,187,TRY_ON_VIRTUAL,1/22/2023 13:46,86
INT_153595,11169,187,VIEW_AR_CATALOG,1/17/2023 14:38,106
INT_661577,11169,187,VIEW_AR_CATALOG,1/22/2023 11:34,34
INT_995481,278818,83,VIEW_AR_CATALOG,1/21/2023 20:06,63
INT_849250,278818,83,TRY_ON_VIRTUAL,1/17/2023 22:16,79
INT_808359,278818,83,TRY_ON_VIRTUAL,1/17/2023 23:47,39
INT_896753,278818,83,VIEW_AR_CATALOG,1/17/2023 23:32,8
INT_694925,278818,83,TRY_ON_VIRTUAL,1/19/2023 21:25,97
INT_620108,293976,92,ADD_TO_CART,1/21/2023 18:56,115
INT_274620,293976,92,VIEW_AR_CATALOG,1/21/2023 19:18,11
INT_477481,293976,92,TRY_ON_VIRTUAL,1/21/2023 15:27,108
INT_580469,293976,92,TRY_ON_VIRTUAL,1/22/2023 16:29,26
INT_408067,293976,92,VIEW_AR_CATALOG,1/16/2023 16:57,6
INT_105618,302286,13,VIEW_AR_CATALOG,1/20/2023 6:29,75
INT_304749,302286,13,TRY_ON_VIRTUAL,1/17/2023 6:08,74
INT_511866,302286,13,TRY_ON_VIRTUAL,1/19/2023 7:54,70
INT_634305,285737,67,VIEW_AR_CATALOG,1/16/2023 19:57,117
INT_966541,285737,67,VIEW_AR_CATALOG,1/21/2023 17:31,51
INT_535883,285737,67,TRY_ON_VIRTUAL,1/21/2023 16:05,33
INT_163470,275466,197,TRY_ON_VIRTUAL,1/19/2023 12:21,11
INT_224604,275466,197,SCAN_STOREFRONT,1/18/2023 15:20,92
INT_894430,275466,197,VIEW_AR_CATALOG,1/21/2023 11:55,65
INT_441908,279102,15,VIEW_AR_CATALOG,1/18/2023 14:59,5
INT_839555,279102,15,ADD_TO_CART,1/17/2023 15:00,95
INT_655631,279102,15,VIEW_AR_CATALOG,1/17/2023 14:15,87
INT_587720,279102,15,SCAN_STOREFRONT,1/17/2023 12:21,91
INT_818698,279102,15,VIEW_AR_CATALOG,1/20/2023 15:42,38
INT_942134,277796,144,TRY_ON_VIRTUAL,1/20/2023 7:07,18
INT_537963,277796,144,VIEW_AR_CATALOG,1/20/2023 6:07,115
INT_150837,277796,144,TRY_ON_VIRTUAL,1/20/2023 9:13,6
INT_525532,277796,144,VIEW_AR_CATALOG,1/20/2023 6:03,75
INT_398443,277796,144,VIEW_AR_CATALOG,1/24/2023 5:49,59
INT_521247,294130,40,SCAN_STOREFRONT,1/19/2023 11:28,50
INT_303623,294130,40,TRY_ON_VIRTUAL,1/22/2023 11:19,28
INT_524530,294130,40,TRY_ON_VIRTUAL,1/19/2023 9:11,31
INT_657125,281500,57,VIEW_AR_CATALOG,1/19/2023 13:34,80
INT_216969,281500,57,ADD_TO_CART,1/24/2023 15:59,87
INT_498629,281500,57,VIEW_AR_CATALOG,1/21/2023 11:15,12
INT_666581,268954,14,VIEW_AR_CATALOG,1/18/2023 23:43,119
INT_835271,268954,14,ADD_TO_CART,1/19/2023 23:17,66
INT_877331,268954,14,TRY_ON_VIRTUAL,1/19/2023 20:18,46
INT_543100,268954,14,VIEW_AR_CATALOG,1/21/2023 21:55,54
INT_804487,268954,14,VIEW_AR_CATALOG,1/18/2023 22:32,41
INT_474984,309082,221,TRY_ON_VIRTUAL,1/22/2023 15:07,52
INT_222225,309082,221,VIEW_AR_CATALOG,1/22/2023 17:28,51
INT_499746,309082,221,TRY_ON_VIRTUAL,1/25/2023 17:34,33
INT_202833,309082,221,VIEW_AR_CATALOG,1/24/2023 17:16,65
INT_736234,309082,221,VIEW_AR_CATALOG,1/26/2023 18:08,119
INT_487229,299567,13,SCAN_STOREFRONT,1/20/2023 11:04,63
INT_450762,299567,13,TRY_ON_VIRTUAL,1/21/2023 11:14,71
INT_730322,299567,13,ADD_TO_CART,1/21/2023 14:05,50
INT_688372,299567,13,TRY_ON_VIRTUAL,1/24/2023 11:08,98
INT_853854,299567,13,SCAN_STOREFRONT,1/25/2023 13:44,81
INT_859703,284855,15,SCAN_STOREFRONT,1/25/2023 19:31,82
INT_433304,284855,15,SCAN_STOREFRONT,1/20/2023 17:41,20
INT_103247,284855,15,VIEW_AR_CATALOG,1/24/2023 18:52,81
INT_498802,284855,15,VIEW_AR_CATALOG,1/22/2023 16:00,51
INT_789642,284855,15,VIEW_AR_CATALOG,1/25/2023 16:57,25
INT_851391,76515,82,ADD_TO_CART,1/23/2023 14:46,39
INT_247558,76515,82,TRY_ON_VIRTUAL,1/25/2023 17:42,64
INT_101495,76515,82,VIEW_AR_CATALOG,1/22/2023 16:52,55
INT_777563,76515,82,VIEW_AR_CATALOG,1/25/2023 15:03,21
INT_465250,76515,82,VIEW_AR_CATALOG,1/22/2023 16:20,93
INT_825085,39664,5,VIEW_AR_CATALOG,1/21/2023 14:54,42
INT_577049,39664,5,SCAN_STOREFRONT,1/21/2023 13:49,58
INT_310909,39664,5,VIEW_AR_CATALOG,1/22/2023 15:37,45
INT_693739,39664,5,TRY_ON_VIRTUAL,1/25/2023 15:05,57
INT_242029,294895,249,TRY_ON_VIRTUAL,1/22/2023 15:53,54
INT_686025,294895,249,VIEW_AR_CATALOG,1/27/2023 17:19,89
INT_951491,294895,249,SCAN_STOREFRONT,1/26/2023 18:53,43
INT_166964,297473,213,TRY_ON_VIRTUAL,1/27/2023 10:17,63
INT_720728,297473,213,TRY_ON_VIRTUAL,1/24/2023 14:01,94
INT_144431,297473,213,VIEW_AR_CATALOG,1/27/2023 13:38,9
INT_899069,1229652,57,VIEW_AR_CATALOG,1/21/2023 12:49,115
INT_901698,1229652,57,SCAN_STOREFRONT,1/27/2023 12:35,73
INT_649558,1229652,57,TRY_ON_VIRTUAL,1/21/2023 12:08,19
INT_224291,1229652,57,VIEW_AR_CATALOG,1/23/2023 12:25,57
INT_468634,268974,223,TRY_ON_VIRTUAL,1/28/2023 10:40,90
INT_412147,268974,223,VIEW_AR_CATALOG,1/28/2023 11:44,75
INT_374528,268974,223,SCAN_STOREFRONT,1/24/2023 13:47,102
INT_883329,268974,223,VIEW_AR_CATALOG,1/22/2023 12:36,39
INT_135673,293997,14,TRY_ON_VIRTUAL,1/27/2023 12:22,33
INT_814204,293997,14,VIEW_AR_CATALOG,1/25/2023 11:45,26
INT_320693,293997,14,ADD_TO_CART,1/23/2023 13:29,117
INT_186298,282593,134,TRY_ON_VIRTUAL,1/26/2023 16:10,21
INT_640267,282593,134,VIEW_AR_CATALOG,1/27/2023 15:40,42
INT_646034,282593,134,VIEW_AR_CATALOG,1/28/2023 12:56,54
INT_882693,299012,66,VIEW_AR_CATALOG,1/24/2023 19:00,75
INT_336177,299012,66,SCAN_STOREFRONT,1/25/2023 15:50,17
INT_821535,299012,66,VIEW_AR_CATALOG,1/28/2023 15:15,112
INT_812608,299012,66,TRY_ON_VIRTUAL,1/28/2023 16:42,62
INT_576454,299012,66,TRY_ON_VIRTUAL,1/28/2023 18:22,32
INT_597457,288834,170,VIEW_AR_CATALOG,1/23/2023 15:33,7
INT_436064,288834,170,VIEW_AR_CATALOG,1/28/2023 18:03,95
INT_435058,288834,170,ADD_TO_CART,1/24/2023 15:26,10
INT_261262,288834,170,SCAN_STOREFRONT,1/26/2023 15:08,47
INT_757197,287572,213,VIEW_AR_CATALOG,1/28/2023 6:06,9
INT_969029,287572,213,SCAN_STOREFRONT,1/24/2023 7:26,114
INT_407651,287572,213,SCAN_STOREFRONT,1/26/2023 5:21,111
INT_393798,287572,213,VIEW_AR_CATALOG,1/23/2023 4:39,62
INT_800566,287661,161,TRY_ON_VIRTUAL,1/29/2023 15:11,108
INT_361137,287661,161,ADD_TO_CART,1/26/2023 14:20,107
INT_486112,287661,161,VIEW_AR_CATALOG,1/24/2023 14:22,83
INT_271149,287661,161,VIEW_AR_CATALOG,1/25/2023 16:19,73
INT_383363,287661,161,VIEW_AR_CATALOG,1/27/2023 14:11,75
INT_809405,299606,143,TRY_ON_VIRTUAL,1/24/2023 19:56,92
INT_135723,299606,143,VIEW_AR_CATALOG,1/27/2023 19:02,73
INT_923343,299606,143,VIEW_AR_CATALOG,1/26/2023 18:46,97
INT_447043,279285,13,TRY_ON_VIRTUAL,1/29/2023 12:47,42
INT_528631,279285,13,VIEW_AR_CATALOG,1/27/2023 14:15,43
INT_536610,279285,13,SCAN_STOREFRONT,1/28/2023 14:41,100
INT_978196,279285,13,VIEW_AR_CATALOG,1/25/2023 16:25,56
INT_676052,293276,13,VIEW_AR_CATALOG,1/26/2023 15:46,80
INT_648754,293276,13,TRY_ON_VIRTUAL,1/25/2023 16:09,74
INT_694843,293276,13,SCAN_STOREFRONT,1/23/2023 17:24,23
INT_444604,293276,13,SCAN_STOREFRONT,1/29/2023 17:47,23
INT_149496,275387,197,TRY_ON_VIRTUAL,1/27/2023 10:54,24
INT_472009,275387,197,VIEW_AR_CATALOG,1/25/2023 9:14,80
INT_606691,275387,197,VIEW_AR_CATALOG,1/29/2023 8:33,31
INT_483574,275387,197,VIEW_AR_CATALOG,1/27/2023 8:38,35
INT_941484,275387,197,VIEW_AR_CATALOG,1/25/2023 11:34,24
INT_256027,23126,92,SCAN_STOREFRONT,1/28/2023 14:00,56
INT_823361,23126,92,ADD_TO_CART,1/24/2023 13:19,20
INT_170671,23126,92,VIEW_AR_CATALOG,1/27/2023 17:41,17
INT_239674,23126,92,ADD_TO_CART,1/29/2023 15:00,48
INT_191602,268116,82,VIEW_AR_CATALOG,1/23/2023 4:27,59
INT_968624,268116,82,ADD_TO_CART,1/28/2023 4:37,49
INT_684176,268116,82,ADD_TO_CART,1/25/2023 8:06,41
INT_355842,268116,82,TRY_ON_VIRTUAL,1/24/2023 7:03,48
INT_811971,267637,213,TRY_ON_VIRTUAL,1/28/2023 4:27,29
INT_877740,267637,213,TRY_ON_VIRTUAL,1/24/2023 3:55,55
INT_201470,267637,213,VIEW_AR_CATALOG,1/29/2023 5:30,62
INT_573459,267637,213,VIEW_AR_CATALOG,1/24/2023 8:08,27
INT_650638,267637,213,TRY_ON_VIRTUAL,1/29/2023 5:33,26
INT_232309,279482,144,TRY_ON_VIRTUAL,1/30/2023 16:45,86
INT_514436,279482,144,ADD_TO_CART,1/26/2023 19:29,110
INT_526443,279482,144,TRY_ON_VIRTUAL,1/28/2023 18:23,37
INT_116134,279482,144,SCAN_STOREFRONT,1/26/2023 17:47,78
INT_777122,279482,144,TRY_ON_VIRTUAL,1/29/2023 15:36,81
INT_813447,276864,212,VIEW_AR_CATALOG,1/30/2023 8:34,75
INT_988733,276864,212,VIEW_AR_CATALOG,1/25/2023 8:03,96
INT_759267,276864,212,VIEW_AR_CATALOG,1/29/2023 9:52,119
INT_554683,276864,212,TRY_ON_VIRTUAL,1/27/2023 10:38,36
INT_775219,276864,212,SCAN_STOREFRONT,1/30/2023 9:19,41
INT_919817,295017,186,VIEW_AR_CATALOG,1/30/2023 17:45,12
INT_984736,295017,186,ADD_TO_CART,1/28/2023 17:46,66
INT_358775,295017,186,SCAN_STOREFRONT,1/24/2023 16:21,77
INT_602398,280593,135,TRY_ON_VIRTUAL,1/24/2023 8:33,72
INT_870945,280593,135,ADD_TO_CART,1/30/2023 8:53,50
INT_391996,280593,135,ADD_TO_CART,1/30/2023 8:42,106
INT_656059,280593,135,VIEW_AR_CATALOG,1/26/2023 6:50,116
INT_816170,280593,135,VIEW_AR_CATALOG,1/29/2023 11:10,89
INT_363547,293059,39,VIEW_AR_CATALOG,1/29/2023 15:18,114
INT_897862,293059,39,VIEW_AR_CATALOG,1/24/2023 15:39,28
INT_553604,293059,39,VIEW_AR_CATALOG,1/27/2023 15:11,20
INT_505448,293059,39,TRY_ON_VIRTUAL,1/26/2023 18:25,76
INT_264330,306159,145,SCAN_STOREFRONT,1/28/2023 17:08,94
INT_843305,306159,145,TRY_ON_VIRTUAL,1/24/2023 17:54,88
INT_208463,306159,145,VIEW_AR_CATALOG,1/26/2023 17:08,54
INT_370246,306159,145,TRY_ON_VIRTUAL,1/26/2023 17:30,88
INT_774107,276430,187,SCAN_STOREFRONT,1/26/2023 15:49,11
INT_528610,276430,187,TRY_ON_VIRTUAL,1/29/2023 16:53,81
INT_789638,276430,187,TRY_ON_VIRTUAL,1/27/2023 19:39,113
INT_294900,276430,187,ADD_TO_CART,1/29/2023 16:24,59
INT_175127,276430,187,SCAN_STOREFRONT,1/29/2023 17:58,87
INT_224359,289585,196,VIEW_AR_CATALOG,1/29/2023 17:46,9
INT_707990,289585,196,VIEW_AR_CATALOG,2/1/2023 15:40,75
INT_125180,289585,196,VIEW_AR_CATALOG,1/27/2023 15:21,114
INT_838257,291854,4,SCAN_STOREFRONT,1/30/2023 18:43,106
INT_142941,291854,4,VIEW_AR_CATALOG,1/28/2023 15:47,41
INT_306776,291854,4,TRY_ON_VIRTUAL,1/26/2023 16:58,86
INT_330614,291854,4,TRY_ON_VIRTUAL,1/26/2023 18:57,34
INT_357656,291854,4,SCAN_STOREFRONT,1/29/2023 17:39,91
INT_927811,289897,196,TRY_ON_VIRTUAL,1/27/2023 17:17,110
INT_189292,289897,196,ADD_TO_CART,1/30/2023 15:34,44
INT_590020,289897,196,ADD_TO_CART,2/1/2023 14:14,9
INT_743203,289280,238,VIEW_AR_CATALOG,1/31/2023 16:27,28
INT_766750,289280,238,VIEW_AR_CATALOG,1/27/2023 16:56,65
INT_250672,289280,238,SCAN_STOREFRONT,1/27/2023 17:28,43
INT_896778,305521,30,TRY_ON_VIRTUAL,1/28/2023 19:56,65
INT_208991,305521,30,TRY_ON_VIRTUAL,1/31/2023 20:34,109
INT_473377,305521,30,VIEW_AR_CATALOG,2/1/2023 20:09,40
INT_301626,282772,15,ADD_TO_CART,1/31/2023 15:17,97
INT_142774,282772,15,ADD_TO_CART,1/30/2023 13:11,102
INT_667577,282772,15,VIEW_AR_CATALOG,1/31/2023 12:42,37
INT_396542,282772,15,TRY_ON_VIRTUAL,2/3/2023 13:38,56
INT_600742,295681,117,VIEW_AR_CATALOG,2/3/2023 14:47,90
INT_665810,295681,117,VIEW_AR_CATALOG,2/3/2023 17:44,14
INT_559545,295681,117,TRY_ON_VIRTUAL,1/29/2023 16:32,46
INT_148295,295681,117,SCAN_STOREFRONT,2/2/2023 18:06,38
INT_719232,295681,117,TRY_ON_VIRTUAL,2/4/2023 18:10,85
INT_108429,304750,93,TRY_ON_VIRTUAL,2/4/2023 10:21,103
INT_941585,304750,93,SCAN_STOREFRONT,2/3/2023 9:29,51
INT_156733,304750,93,VIEW_AR_CATALOG,1/30/2023 9:53,28
INT_980706,304750,93,VIEW_AR_CATALOG,1/30/2023 9:04,12
INT_287437,292868,65,VIEW_AR_CATALOG,2/3/2023 12:50,65
INT_749761,292868,65,VIEW_AR_CATALOG,2/4/2023 14:09,48
INT_516637,292868,65,TRY_ON_VIRTUAL,2/2/2023 15:42,50
INT_478198,292868,65,TRY_ON_VIRTUAL,1/31/2023 12:58,108
INT_371382,292868,65,VIEW_AR_CATALOG,2/3/2023 15:45,73
INT_954582,306359,93,TRY_ON_VIRTUAL,2/3/2023 14:04,72
INT_957646,306359,93,TRY_ON_VIRTUAL,1/30/2023 13:02,44
INT_775078,306359,93,SCAN_STOREFRONT,2/1/2023 14:04,88
INT_236289,306359,93,TRY_ON_VIRTUAL,2/4/2023 12:36,48
INT_629547,275248,66,TRY_ON_VIRTUAL,1/31/2023 14:38,38
INT_132389,275248,66,VIEW_AR_CATALOG,1/30/2023 14:29,77
INT_226492,275248,66,VIEW_AR_CATALOG,2/3/2023 12:47,70
INT_286206,275248,66,VIEW_AR_CATALOG,1/31/2023 13:04,56
INT_828282,275248,66,VIEW_AR_CATALOG,1/31/2023 12:40,76
INT_706287,209679,143,TRY_ON_VIRTUAL,1/31/2023 16:34,89
INT_150111,209679,143,TRY_ON_VIRTUAL,1/29/2023 18:05,9
INT_554134,209679,143,VIEW_AR_CATALOG,2/2/2023 17:06,56
INT_175450,271444,197,VIEW_AR_CATALOG,1/31/2023 10:09,8
INT_679089,271444,197,VIEW_AR_CATALOG,2/2/2023 7:19,27
INT_484315,271444,197,VIEW_AR_CATALOG,2/2/2023 8:44,81
INT_920843,281702,91,VIEW_AR_CATALOG,1/31/2023 8:26,106
INT_591735,281702,91,TRY_ON_VIRTUAL,2/2/2023 13:04,41
INT_666755,281702,91,SCAN_STOREFRONT,2/3/2023 8:34,97
INT_703756,281702,91,TRY_ON_VIRTUAL,1/30/2023 8:42,67
INT_119560,294169,41,TRY_ON_VIRTUAL,2/5/2023 9:55,41
INT_783897,294169,41,SCAN_STOREFRONT,1/31/2023 7:26,66
INT_133971,294169,41,SCAN_STOREFRONT,2/2/2023 7:35,19
INT_541936,294169,41,VIEW_AR_CATALOG,2/1/2023 7:55,60
INT_518743,303062,118,SCAN_STOREFRONT,1/31/2023 8:04,24
INT_554394,303062,118,TRY_ON_VIRTUAL,1/30/2023 6:06,78
INT_312941,303062,118,SCAN_STOREFRONT,2/3/2023 8:03,44
INT_760247,297557,108,TRY_ON_VIRTUAL,1/30/2023 15:43,73
INT_473479,297557,108,VIEW_AR_CATALOG,2/3/2023 15:00,36
INT_638527,297557,108,VIEW_AR_CATALOG,1/31/2023 17:54,61
INT_368614,297557,108,VIEW_AR_CATALOG,1/31/2023 15:34,48
INT_855051,286356,83,TRY_ON_VIRTUAL,2/2/2023 8:27,113
INT_881384,286356,83,ADD_TO_CART,2/3/2023 11:22,52
INT_406524,286356,83,VIEW_AR_CATALOG,2/1/2023 11:09,53
INT_976660,286356,83,SCAN_STOREFRONT,2/2/2023 10:38,95
INT_380645,278238,239,SCAN_STOREFRONT,2/3/2023 15:56,16
INT_338286,278238,239,TRY_ON_VIRTUAL,2/5/2023 16:32,54
INT_514878,278238,239,TRY_ON_VIRTUAL,1/30/2023 18:09,31
INT_540474,278238,239,TRY_ON_VIRTUAL,2/2/2023 16:42,91
INT_401998,294054,145,VIEW_AR_CATALOG,1/31/2023 11:48,35
INT_921692,294054,145,TRY_ON_VIRTUAL,2/1/2023 10:51,33
INT_795660,294054,145,SCAN_STOREFRONT,2/5/2023 12:42,114
INT_720755,310020,13,TRY_ON_VIRTUAL,1/30/2023 12:02,6
INT_594515,310020,13,VIEW_AR_CATALOG,2/3/2023 12:20,98
INT_858005,310020,13,VIEW_AR_CATALOG,2/1/2023 13:36,109
INT_818706,310020,13,VIEW_AR_CATALOG,2/1/2023 11:47,82
INT_682463,310020,13,SCAN_STOREFRONT,2/1/2023 13:12,51
INT_833927,277026,221,TRY_ON_VIRTUAL,2/3/2023 14:14,48
INT_279594,277026,221,TRY_ON_VIRTUAL,2/5/2023 13:54,89
INT_768586,277026,221,VIEW_AR_CATALOG,2/4/2023 16:27,58
INT_485672,298158,169,TRY_ON_VIRTUAL,2/2/2023 6:04,75
INT_438934,298158,169,VIEW_AR_CATALOG,2/1/2023 9:18,9
